got the news, Surprise
 jessbooka i just drove past your hotel wish u was ere i m thinking a december trip for a real white xmas , Happy
going on   days still no new tattoo , Happy
 nairtseuqe so my son is not the only one that s really nice to know he really is good at being three and dh will be late today, Happy
latest saw animal collective in oakland and they were amazing now i am trying to clean my room, Happy
work britad yay , Happy
 allierosen yay but im very sad because i just got a flight in next weekend for my friends benefit have a wonderful time , Happy
you can t spell melo without e m and o lt  to my favorite blogging site , Happy
ok guys have to turn this laptop off to pack tweet u guys on the road bbl , Happy
 mccraigg hope your enjoying the money it s looking real good to me right now, Happy
 kashimae thanks kashi i was thinking the other day about how mad i am for doing myself a disservice by not taking  of ur classes , Happy
 mdelamerced what did judge answer to fid duty  tort lawyer u r so good at this it will be like the oj trial over once this is done, Happy
excellent the suzaku  are back together woop last episode hope its a happy one i m a sucker for these really lol shh, Happy
 midsomerlover o how comes you ve seen it before we have i m so excited i hope he gets a love interest soon don t tell me if he does , Happy
 werewolfseth did you really just call me ma am wow that was the reality check of the day lol, Happy
oh joy its gong to be a long weekebd yipee â , Happy
i feel like a bright new t shirt wish i had one , Happy
i actually got a bit of a tan today haha sadly will be working all weekend won t get a chance to enjoy the glorious sunrays boo, Happy
horrible thought i have to go back to work on monday good thought i only work for  minutes life is good , Happy
good stuff smiles back why won t you go to his concert too o wish i could instead of working on my music which is failing lol x, Happy
 gossipboy hahah really some guy said i looked  i dont look young, Happy
whatever workweek s over time to go play with new phone sim card didn t transfer contacts list, Happy
 designbreaker nothing stayed home, Happy
 techanimated thanks so much for everything you do i m so sorry you re hurting, Happy
 mishxmonster haha as if i m only  girl they don t give me beer lol xd, Happy
i wonder who that thomasvanvliet is maybe you can help me because i ve just inherited  can t withdraw it, Happy
just got back from working out i m feeling pretty good work at  , Happy
last day of holydays gotta get back to work anyway  great weeks, Happy
wishing warped tour came to london canada , Happy
played a bit pool with my buddies going to bed now have to work tomorrow, Happy
 remirockit sounds like my town, Happy
 jenniferlai aww me too today has been good for me up until like  , Happy
just kidding its standing room only , Happy
alright so day was going well but got home and all my potato salad was gone, Happy
i want some grape soda jack fowers fault also tracecyrus i wish i could see you play are your uk gigs sold out please reply , Happy
wow i really need to have fun tonight now, Happy
time for bed got some learning to do tomorrow with an early start night night good people xxx, Happy
today i was so happy got i got off school early but now i m bored , Happy
 marcihearts i will be sending it to you when i get my first check if i make enough lol i have only worked like  hours so far, Happy
 vernaewilliams lancedrummonds you two are hilaaaaarious i love it vernae where have you been , Happy
 pettles i know i can t believe it it says on their bleedin song donnie raps it tut, Happy
perfect show to you enjoy for me, Happy
seniors done  more days woohoo going out for the night , Happy
show was amazing so cold out now hope i can give victoria my card and get my dvds back ha, Happy
 saraxmazing ah nfg were super amazing jordan is pretty legit can t stay longer  meet everyone cuz we hv  hour drive home , Happy
 katienoonan i think ill do that i well wanna go out go no one to go out with loveyou xx, Happy
 quirke i wish he was still around there was a litter under our azalea i caught dd in the back yard  am with bunnies in her lap , Happy
 cliojlh lol that s a special kind of magic though and did you see the special on discovery they think nessie died , Happy
going to watch some tv now crazy night out up at am for work tomorrow i ll live somehow at least it means i finish early , Happy
 danny gavinmusic great pic have to upload my pix tomo i ve no laptop tonight , Happy
sunburned on my face amp legs fixing to be my arms tooo , Happy
 jonasobsessedx  thanxxx now with that message i just wanna leave bye , Happy
may have unintentionally snubbed someone due to my ineptness shyness feel badly, Happy
 donnyosmond very excited as we have just booked tickets to vegas we live in the uk can t believe the price of the show tickets, Happy
 karolinepaixao epic moment hahahha i swear i really wanna see it, Happy
is rockin a minivan til the sti is ready i miss it already, Happy
had sbarro for dinner and krispy kreme for dessert mmmmm but so not very healthy , Happy
feels like throwing up , Happy
 martinhavlat dang wish i could go i have tickets for sundays game , Happy
 montiasutton i wish i could really do that i love having u around ill see what i can do try to use that national champ pull lol, Happy
i need to write really bad can someone go get my diary from my flat for me, Happy
headed to see friends new baby gave up trip to the lake cause of dance class such a good mama , Happy
hahahahah i woke up at  today totally missed lecture and the quiz open lab was useless chipotle w silvera and jenny was greeat d, Happy
six feet under theme is on jjj, Happy
i woke up and my hiccups came back , Happy
bbq s gone well weather stayed good which is a right bonus just off to bed training in the morning at   then work, Happy
i miss kris punking me everytime we hung out and effnng me up, Happy
 kimble yeah but i m jus glad the thunder stopped , Happy
definitely need to work out after this business trip too much free food and alcohol i m sure i ve gained a few pounds , Happy
thanks to my assignment im off to work today , Happy
another great workout but i m feelin kind of funny, Happy
i just want to watch my naruto shippuuden missed episodes , Happy
 selenagomez bananabrain got hit by a car and got screwed o  oepn wounds a broken finger broken toe both toe and nail f ed up, Happy
i have problems wih pizza ii love it too much i m so addicted to pizza and dot dot curve gt , Happy
 rachyzilla still haven t been to the infamous liverpool store my manager helped set it up said it s awesome y , Happy
